epoch,accuracy,auprc,auroc,fn,fp,loss,precision,recall,tn,tp,val_accuracy,val_auprc,val_auroc,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp
21,0.9630847573280334,0.867342472076416,0.9683762788772583,1193.0,614.0,0.10290535539388657,0.8425237536430359,0.7335864305496216,43858.0,3285.0,0.8999632000923157,0.36738765239715576,0.8262705206871033,155.0,117.0,0.3194086253643036,0.4558139443397522,0.38735178112983704,2349.0,98.0
22,0.9669458866119385,0.8850950002670288,0.9733521342277527,1081.0,537.0,0.09451744705438614,0.8634977340698242,0.7585976123809814,43935.0,3397.0,0.9025377035140991,0.3668544888496399,0.8100706934928894,168.0,97.0,0.4180743396282196,0.4670329689979553,0.33596837520599365,2369.0,85.0
23,0.968661904335022,0.8921748399734497,0.9753565192222595,1012.0,522.0,0.09087153524160385,0.8691073060035706,0.7740062475204468,43950.0,3466.0,0.9010665416717529,0.3721752166748047,0.8078306913375854,162.0,107.0,0.34756970405578613,0.4595959484577179,0.3596837818622589,2359.0,91.0
24,0.9703983664512634,0.902607262134552,0.9782353043556213,926.0,523.0,0.08565306663513184,0.8716564178466797,0.7932112812995911,43949.0,3552.0,0.9076866507530212,0.37640735507011414,0.7693292498588562,164.0,87.0,0.46728765964508057,0.5056818127632141,0.35177865624427795,2379.0,89.0
25,0.9717466831207275,0.905681312084198,0.9782117605209351,892.0,491.0,0.08405935764312744,0.879568338394165,0.8008039593696594,43981.0,3586.0,0.9091577529907227,0.3790837526321411,0.8057342767715454,173.0,74.0,0.33962932229042053,0.5194805264472961,0.31620553135871887,2392.0,80.0
26,0.9732992649078369,0.918910026550293,0.982293426990509,855.0,452.0,0.07770135998725891,0.889079749584198,0.8090665340423584,44020.0,3623.0,0.8823096752166748,0.32791391015052795,0.7685213685035706,150.0,170.0,0.5120928883552551,0.37728938460350037,0.4071146249771118,2296.0,103.0
27,0.9751583337783813,0.9295255541801453,0.9832097887992859,769.0,447.0,0.07136794924736023,0.8924446702003479,0.8282715678215027,44025.0,3709.0,0.9040088057518005,0.3727723956108093,0.7873147130012512,161.0,100.0,0.44250866770744324,0.4791666567325592,0.3636363744735718,2366.0,92.0
28,0.9764453768730164,0.9280527830123901,0.982271671295166,711.0,442.0,0.07242512702941895,0.8949869275093079,0.8412237763404846,44030.0,3767.0,0.9069510698318481,0.3703579306602478,0.7841024994850159,162.0,91.0,0.4093073606491089,0.5,0.3596837818622589,2375.0,91.0
29,0.9773851037025452,0.934036135673523,0.9847912192344666,695.0,412.0,0.06746987253427505,0.9017878174781799,0.8447967767715454,44060.0,3783.0,0.901802122592926,0.324341744184494,0.7593734264373779,170.0,97.0,0.49451062083244324,0.4611110985279083,0.3280632495880127,2369.0,83.0
30,0.9777528047561646,0.9409582018852234,0.9861018657684326,671.0,418.0,0.06463725864887238,0.9010651111602783,0.850156307220459,44054.0,3807.0,0.9051121473312378,0.33854129910469055,0.7316797375679016,173.0,85.0,0.5505918264389038,0.4848484992980957,0.31620553135871887,2381.0,80.0
31,0.979489266872406,0.9470218420028687,0.987923800945282,627.0,377.0,0.060233138501644135,0.9108325242996216,0.8599821329116821,44095.0,3851.0,0.9076866507530212,0.3642651438713074,0.7580774426460266,153.0,98.0,0.5565052032470703,0.5050504803657532,0.395256906747818,2368.0,100.0
32,0.9803064465522766,0.9498430490493774,0.9887682199478149,570.0,394.0,0.05914204195141792,0.9084146618843079,0.8727110028266907,44078.0,3908.0,0.8962854146957397,0.34308627247810364,0.7644526362419128,164.0,118.0,0.5995435118675232,0.4299516975879669,0.35177865624427795,2348.0,89.0
33,0.9804902672767639,0.9508656859397888,0.9882027506828308,539.0,416.0,0.05846468731760979,0.904477596282959,0.8796337842941284,44056.0,3939.0,0.8981243371963501,0.32845497131347656,0.7532873749732971,165.0,112.0,0.5445920825004578,0.4399999976158142,0.3478260934352875,2354.0,88.0
34,0.9813074469566345,0.9547747373580933,0.9896306395530701,562.0,353.0,0.05496106296777725,0.9173108339309692,0.8744975328445435,44119.0,3916.0,0.8955498337745667,0.3489179313182831,0.7464410662651062,149.0,135.0,0.7600964903831482,0.4351464509963989,0.4110671877861023,2331.0,104.0
35,0.9825332164764404,0.9548439979553223,0.9891389608383179,525.0,330.0,0.05410149320960045,0.9229512214660645,0.8827601671218872,44142.0,3953.0,0.9076866507530212,0.31480082869529724,0.7088145613670349,170.0,81.0,0.6177548766136169,0.5060975551605225,0.3280632495880127,2385.0,83.0
36,0.9831869006156921,0.9589093923568726,0.9895966649055481,486.0,337.0,0.050561562180519104,0.9221529364585876,0.891469419002533,44135.0,3992.0,0.9003310203552246,0.3246777355670929,0.7450345158576965,164.0,107.0,0.6966791749000549,0.45408162474632263,0.35177865624427795,2359.0,89.0
37,0.9836976528167725,0.9646546840667725,0.9918344020843506,455.0,343.0,0.04800740256905556,0.9214383959770203,0.8983921408653259,44129.0,4023.0,0.8867230415344238,0.3361368179321289,0.7484572529792786,146.0,162.0,0.7982926964759827,0.3977695107460022,0.4229249060153961,2304.0,107.0
38,0.984351396560669,0.9641968011856079,0.9914340972900391,451.0,315.0,0.047091685235500336,0.927452802658081,0.8992853760719299,44157.0,4027.0,0.8984920978546143,0.3027561902999878,0.7195173501968384,171.0,105.0,0.6897064447402954,0.4385026693344116,0.3241106867790222,2361.0,82.0
39,0.9837589263916016,0.9614954590797424,0.9911016225814819,470.0,325.0,0.04981657862663269,0.9249942302703857,0.8950424194335938,44147.0,4008.0,0.9054799675941467,0.3400619626045227,0.7169256210327148,156.0,101.0,0.7665141224861145,0.4898989796638489,0.38339921832084656,2365.0,97.0
40,0.9852298498153687,0.9688993096351624,0.9922164678573608,411.0,312.0,0.04415496066212654,0.9287508726119995,0.9082179665565491,44160.0,4067.0,0.8970209360122681,0.322335422039032,0.7367156744003296,163.0,117.0,0.5692812204360962,0.43478259444236755,0.35573121905326843,2349.0,90.0
41,0.985413670539856,0.9668992161750793,0.9920226335525513,394.0,320.0,0.044290199875831604,0.9273387789726257,0.9120143055915833,44152.0,4084.0,0.8948142528533936,0.2965950071811676,0.7019264698028564,161.0,125.0,0.7769482135772705,0.42396312952041626,0.3636363744735718,2341.0,92.0
42,0.9858222603797913,0.9701575636863708,0.99212646484375,407.0,287.0,0.042621612548828125,0.9341440796852112,0.9091112017631531,44185.0,4071.0,0.9054799675941467,0.33853259682655334,0.721007227897644,160.0,97.0,0.7874236702919006,0.4894736707210541,0.36758893728256226,2369.0,93.0
43,0.9864555597305298,0.9716500043869019,0.9922650456428528,384.0,279.0,0.04111780971288681,0.936199426651001,0.914247453212738,44193.0,4094.0,0.8951820731163025,0.32503196597099304,0.7288057804107666,160.0,125.0,0.8545020818710327,0.4266054928302765,0.36758893728256226,2341.0,93.0
44,0.9864760041236877,0.9739951491355896,0.9936010241508484,373.0,289.0,0.040296170860528946,0.9342284798622131,0.9167038798332214,44183.0,4105.0,0.9043766260147095,0.358086496591568,0.7610234618186951,152.0,108.0,0.6778888702392578,0.4832535982131958,0.39920949935913086,2358.0,101.0
45,0.9870275855064392,0.9726167917251587,0.9934931397438049,351.0,284.0,0.039895325899124146,0.9356154799461365,0.921616792678833,44188.0,4127.0,0.8782640695571899,0.2940812110900879,0.7328104376792908,150.0,181.0,0.8168450593948364,0.36267605423927307,0.4071146249771118,2285.0,103.0
46,0.9872931838035583,0.9739892482757568,0.993053138256073,362.0,260.0,0.03834133967757225,0.9405850172042847,0.9191603660583496,44212.0,4116.0,0.9106289148330688,0.3615184426307678,0.7424283027648926,155.0,88.0,0.7145811319351196,0.5268816947937012,0.38735178112983704,2378.0,98.0
47,0.9873135685920715,0.9755969047546387,0.9944500923156738,332.0,289.0,0.03779054060578346,0.9348365068435669,0.9258597493171692,44183.0,4146.0,0.9087899923324585,0.3532353639602661,0.7427560091018677,158.0,90.0,0.6764360666275024,0.5135135054588318,0.3754940629005432,2376.0,95.0
48,0.9884984493255615,0.9766831398010254,0.9937945604324341,293.0,270.0,0.03506144508719444,0.939393937587738,0.9345690011978149,44202.0,4185.0,0.897388756275177,0.32351356744766235,0.7244469523429871,143.0,136.0,0.8069204092025757,0.4471544623374939,0.43478259444236755,2330.0,110.0
49,0.9884576201438904,0.9779924154281616,0.9940713047981262,311.0,254.0,0.034390728920698166,0.9425469636917114,0.9305493235588074,44218.0,4167.0,0.8999632000923157,0.3265231251716614,0.7338122725486755,156.0,116.0,0.7679557204246521,0.4553990662097931,0.38339921832084656,2350.0,97.0
50,0.9888457655906677,0.9781882762908936,0.9948955178260803,306.0,240.0,0.033636413514614105,0.9456028938293457,0.9316658973693848,44232.0,4172.0,0.897388756275177,0.31231045722961426,0.7263181805610657,158.0,121.0,0.7527982592582703,0.43981480598449707,0.3754940629005432,2345.0,95.0
51,0.9884167313575745,0.9756607413291931,0.993791937828064,304.0,263.0,0.035765521228313446,0.9407257437705994,0.9321125745773315,44209.0,4174.0,0.9073188900947571,0.33780747652053833,0.730523943901062,162.0,90.0,0.7226710915565491,0.5027624368667603,0.3596837818622589,2376.0,91.0
52,0.9894177913665771,0.9785445332527161,0.9941353797912598,281.0,237.0,0.03374533727765083,0.9465494155883789,0.9372487664222717,44235.0,4197.0,0.8988598585128784,0.3433557450771332,0.758666455745697,150.0,125.0,0.770114004611969,0.4517543911933899,0.4071146249771118,2341.0,103.0
53,0.9895198941230774,0.9780884981155396,0.9938823580741882,284.0,229.0,0.0341372936964035,0.948225200176239,0.9365788102149963,44243.0,4194.0,0.9043766260147095,0.3469739258289337,0.7523866295814514,154.0,106.0,0.6676228046417236,0.4829268157482147,0.3913043439388275,2360.0,99.0
54,0.9900102019309998,0.9819538593292236,0.9951599836349487,270.0,219.0,0.03015977330505848,0.9505308270454407,0.9397052526473999,44253.0,4208.0,0.8933431506156921,0.31877732276916504,0.734408438205719,160.0,130.0,0.8064141869544983,0.4170403480529785,0.36758893728256226,2336.0,93.0
55,0.9896016120910645,0.9813130497932434,0.9950647950172424,276.0,233.0,0.030789779499173164,0.94746333360672,0.9383653402328491,44239.0,4202.0,0.9054799675941467,0.31926828622817993,0.7072862982749939,163.0,94.0,0.9327136278152466,0.489130437374115,0.35573121905326843,2372.0,90.0
56,0.9908069372177124,0.9847032427787781,0.9961341619491577,252.0,198.0,0.027545571327209473,0.9552441239356995,0.9437248706817627,44274.0,4226.0,0.9036410450935364,0.32108259201049805,0.7249942421913147,155.0,107.0,0.9747482538223267,0.47804877161979675,0.38735178112983704,2359.0,98.0
57,0.9908886551856995,0.9833920001983643,0.99626624584198,248.0,198.0,0.02880965918302536,0.9552845358848572,0.9446181058883667,44274.0,4230.0,0.9025377035140991,0.336504191160202,0.7278137803077698,164.0,101.0,0.7669094800949097,0.4684210419654846,0.35177865624427795,2365.0,89.0
58,0.9904187917709351,0.983407735824585,0.996025562286377,251.0,218.0,0.029354548081755638,0.9509561061859131,0.9439482092857361,44254.0,4227.0,0.8999632000923157,0.3102896213531494,0.7189998030662537,164.0,108.0,0.89989173412323,0.4517766535282135,0.35177865624427795,2358.0,89.0
59,0.9906026721000671,0.9829608201980591,0.9953088164329529,255.0,205.0,0.028119180351495743,0.9537037014961243,0.9430549144744873,44267.0,4223.0,0.897388756275177,0.31073588132858276,0.7142626643180847,165.0,114.0,1.0583122968673706,0.4356435537338257,0.3478260934352875,2352.0,88.0
60,0.9909295439720154,0.9840255975723267,0.9958174824714661,255.0,189.0,0.0273759663105011,0.9571622610092163,0.9430549144744873,44283.0,4223.0,0.8995954394340515,0.31015968322753906,0.7146199941635132,155.0,118.0,0.9943235516548157,0.45370370149612427,0.38735178112983704,2348.0,98.0
61,0.9913176894187927,0.9856617450714111,0.9962374567985535,242.0,183.0,0.026424264535307884,0.9585879445075989,0.9459580183029175,44289.0,4236.0,0.8981243371963501,0.3180951476097107,0.7293643355369568,156.0,121.0,0.9345543384552002,0.44495412707328796,0.38339921832084656,2345.0,97.0
62,0.991419792175293,0.9851702451705933,0.9962573051452637,231.0,189.0,0.025122815743088722,0.9573940634727478,0.9484144449234009,44283.0,4247.0,0.8970209360122681,0.3285997211933136,0.7305400967597961,157.0,123.0,0.9450916051864624,0.4383561611175537,0.3794466257095337,2343.0,96.0
63,0.9913380742073059,0.9827933311462402,0.9955055117607117,240.0,184.0,0.027243826538324356,0.9583898782730103,0.9464046359062195,44288.0,4238.0,0.891871988773346,0.31695032119750977,0.7415754199028015,145.0,149.0,0.9548377394676208,0.42023345828056335,0.4268774688243866,2317.0,108.0
64,0.9915628433227539,0.9824204444885254,0.9952553510665894,225.0,188.0,0.028452618047595024,0.9576671719551086,0.9497543573379517,44284.0,4253.0,0.8966531753540039,0.31297606229782104,0.7301490902900696,160.0,121.0,0.8416057825088501,0.43457943201065063,0.36758893728256226,2345.0,93.0
65,0.9921144247055054,0.9834184646606445,0.9956468343734741,199.0,187.0,0.025926871225237846,0.9581280946731567,0.9555605053901672,44285.0,4279.0,0.8995954394340515,0.30798467993736267,0.7194276452064514,161.0,112.0,0.8840786218643188,0.45098039507865906,0.3636363744735718,2354.0,92.0
66,0.9917875528335571,0.983445405960083,0.9964944124221802,202.0,200.0,0.026234902441501617,0.9553172588348389,0.9548905491828918,44272.0,4276.0,0.9003310203552246,0.3139839768409729,0.7201674580574036,153.0,118.0,1.0516177415847778,0.4587155878543854,0.395256906747818,2348.0,100.0
67,0.9924208521842957,0.9848716259002686,0.9960017204284668,198.0,173.0,0.02403166890144348,0.9611498117446899,0.9557838439941406,44299.0,4280.0,0.8966531753540039,0.30312007665634155,0.7138266563415527,162.0,119.0,1.0742080211639404,0.4333333373069763,0.3596837818622589,2347.0,91.0
68,0.9922574162483215,0.9833146929740906,0.9956719279289246,207.0,172.0,0.026270480826497078,0.9612874388694763,0.9537740349769592,44300.0,4271.0,0.8812063336372375,0.2845754027366638,0.7274106740951538,146.0,177.0,0.9851491451263428,0.3767605721950531,0.4229249060153961,2289.0,107.0
69,0.992911159992218,0.986351490020752,0.9966958165168762,189.0,158.0,0.02301170863211155,0.9644704461097717,0.957793653011322,44314.0,4289.0,0.8988598585128784,0.3179319500923157,0.7313598394393921,153.0,122.0,0.9333533644676208,0.45045045018196106,0.395256906747818,2344.0,100.0
70,0.9921552538871765,0.9860774278640747,0.9964404106140137,191.0,193.0,0.024508768692612648,0.9569196701049805,0.95734703540802,44279.0,4287.0,0.9058477282524109,0.3306988477706909,0.711737334728241,165.0,91.0,1.0366706848144531,0.49162012338638306,0.3478260934352875,2375.0,88.0
71,0.992706835269928,0.9851487278938293,0.9952789545059204,203.0,154.0,0.02401151694357395,0.9652291536331177,0.9546672701835632,44318.0,4275.0,0.8878263831138611,0.2889423966407776,0.7127631306648254,155.0,150.0,1.040622591972351,0.39516130089759827,0.38735178112983704,2316.0,98.0
72,0.9938508868217468,0.9886772036552429,0.9969861507415771,159.0,142.0,0.02118760347366333,0.9681685566902161,0.9644930958747864,44330.0,4319.0,0.8959175944328308,0.3065952956676483,0.7097362279891968,170.0,113.0,0.9821377992630005,0.4234693944454193,0.3280632495880127,2353.0,83.0
73,0.9930949807167053,0.9846822023391724,0.9954083561897278,181.0,157.0,0.02317807823419571,0.9647507667541504,0.9595801830291748,44315.0,4297.0,0.8981243371963501,0.3078005611896515,0.7205216288566589,161.0,116.0,0.9325510859489441,0.4423076808452606,0.3636363744735718,2350.0,92.0
74,0.9925433993339539,0.9874199032783508,0.9966298341751099,199.0,166.0,0.023253148421645164,0.9626546502113342,0.9555605053901672,44306.0,4279.0,0.8988598585128784,0.314204603433609,0.7148556113243103,148.0,127.0,1.100834608078003,0.45258620381355286,0.4150197505950928,2339.0,105.0
75,0.9928907155990601,0.9867745041847229,0.996454656124115,172.0,176.0,0.022889772430062294,0.9607318043708801,0.9615899920463562,44296.0,4306.0,0.9051121473312378,0.3275458812713623,0.7224017977714539,167.0,91.0,0.7865965962409973,0.4858756959438324,0.33992093801498413,2375.0,86.0
76,0.992604672908783,0.9851245880126953,0.9951969981193542,186.0,176.0,0.0245734341442585,0.9606087803840637,0.9584636092185974,44296.0,4292.0,0.9006987810134888,0.2961004376411438,0.706789493560791,158.0,112.0,0.9534621834754944,0.4589371979236603,0.3754940629005432,2354.0,95.0
77,0.9930541515350342,0.9869566559791565,0.9960171580314636,192.0,148.0,0.022464929148554802,0.9666215777397156,0.9571236968040466,44324.0,4286.0,0.8966531753540039,0.29425767064094543,0.7005904912948608,163.0,118.0,0.974227249622345,0.4326923191547394,0.35573121905326843,2348.0,90.0
78,0.9936465620994568,0.98734050989151,0.9964005947113037,162.0,149.0,0.020758969709277153,0.9666293263435364,0.963823139667511,44323.0,4316.0,0.9043766260147095,0.3074765205383301,0.7110777497291565,167.0,93.0,0.8199222683906555,0.4804469347000122,0.33992093801498413,2373.0,86.0
79,0.9934422969818115,0.9873848557472229,0.9958745241165161,175.0,146.0,0.02157481759786606,0.9671836495399475,0.9609200358390808,44326.0,4303.0,0.8959175944328308,0.3067094087600708,0.7219666838645935,156.0,127.0,0.9798768758773804,0.4330357015132904,0.38339921832084656,2339.0,97.0
80,0.9941777586936951,0.9889895915985107,0.9969128370285034,160.0,125.0,0.019156284630298615,0.9718658328056335,0.964269757270813,44347.0,4318.0,0.9003310203552246,0.315365731716156,0.7244926691055298,150.0,121.0,0.9324275255203247,0.4598214328289032,0.4071146249771118,2345.0,103.0
81,0.9930132627487183,0.9866317510604858,0.995808482170105,188.0,154.0,0.022541100159287453,0.9653465151786804,0.9580169916152954,44318.0,4290.0,0.8955498337745667,0.3070501685142517,0.7304864525794983,156.0,128.0,0.9176308512687683,0.43111109733581543,0.38339921832084656,2338.0,97.0
82,0.9935852885246277,0.9895883798599243,0.9973483681678772,167.0,147.0,0.020324040204286575,0.9670255780220032,0.9627065658569336,44325.0,4311.0,0.8922398090362549,0.29099446535110474,0.7181260585784912,151.0,142.0,1.0282212495803833,0.41803279519081116,0.40316206216812134,2324.0,102.0
83,0.9933605790138245,0.9863696694374084,0.9964408874511719,166.0,159.0,0.02263723500072956,0.9644374847412109,0.962929904460907,44313.0,4312.0,0.8977565169334412,0.2947085499763489,0.7014030814170837,166.0,112.0,0.8938401937484741,0.43718594312667847,0.343873530626297,2354.0,87.0
84,0.9941573143005371,0.9905192852020264,0.9974265694618225,142.0,144.0,0.01825747638940811,0.9678571224212646,0.9682894349098206,44328.0,4336.0,0.8999632000923157,0.2935953736305237,0.7013309001922607,161.0,111.0,1.0471768379211426,0.4532019793987274,0.3636363744735718,2355.0,92.0
85,0.9932584166526794,0.9872050881385803,0.9961637258529663,171.0,159.0,0.02310185506939888,0.964397668838501,0.9618133306503296,44313.0,4307.0,0.8900331258773804,0.2822166979312897,0.709040641784668,159.0,140.0,0.9670018553733826,0.4017094075679779,0.37154150009155273,2326.0,94.0
86,0.9936874508857727,0.9882014989852905,0.9965398907661438,173.0,136.0,0.021000856533646584,0.969376266002655,0.9613666534423828,44336.0,4305.0,0.9054799675941467,0.32006627321243286,0.7011907696723938,164.0,93.0,1.0242877006530762,0.4890109896659851,0.35177865624427795,2373.0,89.0
87,0.99407559633255,0.9878822565078735,0.9969764947891235,147.0,143.0,0.019853122532367706,0.9680375456809998,0.9671728610992432,44329.0,4331.0,0.8937109112739563,0.2837185859680176,0.70509272813797,164.0,125.0,1.1359097957611084,0.41588786244392395,0.35177865624427795,2341.0,89.0
88,0.99407559633255,0.9918082356452942,0.9975830316543579,168.0,122.0,0.01757653057575226,0.9724729061126709,0.9624832272529602,44350.0,4310.0,0.8992276787757874,0.2934591770172119,0.6890044808387756,165.0,109.0,1.1259920597076416,0.4467005133628845,0.3478260934352875,2357.0,88.0
89,0.9943820238113403,0.9884991645812988,0.9964073896408081,144.0,131.0,0.01874016784131527,0.9706606864929199,0.9678427577018738,44341.0,4334.0,0.8900331258773804,0.2923406958580017,0.7072341442108154,163.0,136.0,0.9513340592384338,0.39823007583618164,0.35573121905326843,2330.0,90.0
90,0.9948110580444336,0.9917539358139038,0.997509777545929,148.0,106.0,0.016487982124090195,0.9761046171188354,0.9669495224952698,44366.0,4330.0,0.8981243371963501,0.27486270666122437,0.6783769130706787,168.0,109.0,1.2998833656311035,0.438144326210022,0.33596837520599365,2357.0,85.0
91,0.9941981434822083,0.9882686138153076,0.9962846636772156,160.0,124.0,0.019184445962309837,0.972084641456604,0.964269757270813,44348.0,4318.0,0.8944464921951294,0.29735326766967773,0.7136327028274536,154.0,133.0,1.0536428689956665,0.4267241358757019,0.3913043439388275,2333.0,99.0
92,0.9946680068969727,0.9898558855056763,0.9965752363204956,155.0,106.0,0.018032843247056007,0.9760668277740479,0.9653863310813904,44366.0,4323.0,0.8977565169334412,0.2760361433029175,0.6879114508628845,171.0,107.0,1.237802505493164,0.43386244773864746,0.3241106867790222,2359.0,82.0
93,0.9943003058433533,0.9893842935562134,0.9967456459999084,159.0,120.0,0.018888132646679878,0.9729669094085693,0.9644930958747864,44352.0,4319.0,0.9003310203552246,0.3181736171245575,0.7191735506057739,160.0,111.0,0.9960137605667114,0.45588234066963196,0.36758893728256226,2355.0,93.0
94,0.9943820238113403,0.9905182719230652,0.9974347352981567,153.0,122.0,0.018256638199090958,0.972565770149231,0.9658329486846924,44350.0,4325.0,0.8995954394340515,0.3010118305683136,0.7260305881500244,158.0,115.0,0.9287981986999512,0.4523809552192688,0.3754940629005432,2351.0,95.0
